Vehicle_ID,Frame_No,Time_s,X_m,Y_m,Speed_mps,Acc_mps2,used_metres,bbox_x1,bbox_y1,bbox_x2,bbox_y2
3,620,25.85916667,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,621,25.900875,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,622,25.94258333,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,623,25.98429167,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,624,26.026,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,625,26.06770833,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,626,26.10941667,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,627,26.151125,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,628,26.19283333,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,629,26.23454167,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,630,26.27625,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,631,26.31795833,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,632,26.35966667,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,633,26.401375,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,634,26.44308333,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,635,26.48479167,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,636,26.5265,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,637,26.56820833,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,638,26.60991667,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,639,26.651625,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,640,26.69333333,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,641,26.73504167,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,642,26.77675,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,643,26.81845833,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,644,26.86016667,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,645,26.901875,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,646,26.94358333,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
3,647,26.98529167,3.186566288,5.156097751,0,0,TRUE,540.4712524,938.4271851,653.8016968,993.9939575
4,707,29.48779167,9.16094114,6.267330651,,,TRUE,1612.41748,1106.677612,1820.953491,1242.215454
4,708,29.5295,9.16094114,6.267330651,0,,TRUE,1612.41748,1106.677612,1820.953491,1242.215454
4,709,29.57120833,9.16094114,6.267330651,0,0,TRUE,1612.41748,1106.677612,1820.953491,1242.215454
4,710,29.61291667,9.16094114,6.267330651,0,0,TRUE,1612.41748,1106.677612,1820.953491,1242.215454
